Texto	formato_bio	contem_erro
Por tudo que foi exposto, a sociedade precisa incentivar a coexistência pacífica entre as gerações, por meio do diálogo conciliador no trabalho, na escola e na família, a fim de diminuir os conflitos sociais.	[('Por', 'O'), ('tudo', 'O'), ('que', 'O'), ('foi', 'O'), ('exposto', 'O'), (',', 'O'), ('a', 'O'), ('sociedade', 'O'), ('precisa', 'O'), ('incentivar', 'O'), ('a', 'O'), ('coexistência', 'O'), ('pacífica', 'O'), ('entre', 'O'), ('as', 'O'), ('gerações', 'O'), (',', 'O'), ('por', 'O'), ('meio', 'O'), ('do', 'O'), ('diálogo', 'O'), ('conciliador', 'O'), ('no', 'O'), ('trabalho', 'O'), (',', 'O'), ('na', 'O'), ('escola', 'O'), ('e', 'O'), ('na', 'O'), ('família', 'O'), (',', 'O'), ('a', 'O'), ('fim', 'O'), ('de', 'O'), ('diminuir', 'O'), ('os', 'O'), ('conflitos', 'O'), ('sociais', 'O'), ('.', 'O')]	False
 Pois <wrong>é</wrong> de certa forma ''ameniza'' o trauma psicológico da criança abusada sexualmente e <wrong>de evitar</wrong> uma gravidez não desejada.	"[('Pois', 'O'), ('é', 'B-WRONG'), ('de', 'O'), ('certa', 'O'), ('forma', 'O'), (""'"", 'O'), (""'"", 'O'), ('ameniza', 'O'), (""'"", 'O'), (""'"", 'O'), ('o', 'O'), ('trauma', 'O'), ('psicológico', 'O'), ('da', 'O'), ('criança', 'O'), ('abusada', 'O'), ('sexualmente', 'O'), ('e', 'O'), ('de', 'B-WRONG'), ('evitar', 'I-WRONG'), ('uma', 'O'), ('gravidez', 'O'), ('não', 'O'), ('desejada', 'O'), ('.', 'O')]"	True
Contudo, não passa de um desperdício de dinheiro público, uma vez que apenas uma pequena parcela da população fica assistindo à tv nesse momento.	[('Contudo', 'O'), (',', 'O'), ('não', 'O'), ('passa', 'O'), ('de', 'O'), ('um', 'O'), ('desperdício', 'O'), ('de', 'O'), ('dinheiro', 'O'), ('público', 'O'), (',', 'O'), ('uma', 'O'), ('vez', 'O'), ('que', 'O'), ('apenas', 'O'), ('uma', 'O'), ('pequena', 'O'), ('parcela', 'O'), ('da', 'O'), ('população', 'O'), ('fica', 'O'), ('assistindo', 'O'), ('à', 'O'), ('tv', 'O'), ('nesse', 'O'), ('momento', 'O'), ('.', 'O')]	False
É notório que eventos como o ocorrido no bairro de Realengo deixam sequelas naqueles que vivenciaram as cenas de horror.	[('É', 'O'), ('notório', 'O'), ('que', 'O'), ('eventos', 'O'), ('como', 'O'), ('o', 'O'), ('ocorrido', 'O'), ('no', 'O'), ('bairro', 'O'), ('de', 'O'), ('Realengo', 'O'), ('deixam', 'O'), ('sequelas', 'O'), ('naqueles', 'O'), ('que', 'O'), ('vivenciaram', 'O'), ('as', 'O'), ('cenas', 'O'), ('de', 'O'), ('horror', 'O'), ('.', 'O')]	False
Entretanto, se utilizada de forma adequada, torna-se completamente viável, pois cada pessoa que preferir a bicicleta ao automóvel reduzirá, consequentemente, o fluxo de carros.	[('Entretanto', 'O'), (',', 'O'), ('se', 'O'), ('utilizada', 'O'), ('de', 'O'), ('forma', 'O'), ('adequada', 'O'), (',', 'O'), ('torna-se', 'O'), ('completamente', 'O'), ('viável', 'O'), (',', 'O'), ('pois', 'O'), ('cada', 'O'), ('pessoa', 'O'), ('que', 'O'), ('preferir', 'O'), ('a', 'O'), ('bicicleta', 'O'), ('ao', 'O'), ('automóvel', 'O'), ('reduzirá', 'O'), (',', 'O'), ('consequentemente', 'O'), (',', 'O'), ('o', 'O'), ('fluxo', 'O'), ('de', 'O'), ('carros', 'O'), ('.', 'O')]	False
Testes de dependência de álcool devem ser feitos em um possível condutor, testes assistenciais como por exemplo: se esse pré-condutor é uma pessoa violenta sendo assim põe em risco à vida sua e de outras pessoas.	[('Testes', 'O'), ('de', 'O'), ('dependência', 'O'), ('de', 'O'), ('álcool', 'O'), ('devem', 'O'), ('ser', 'O'), ('feitos', 'O'), ('em', 'O'), ('um', 'O'), ('possível', 'O'), ('condutor', 'O'), (',', 'O'), ('testes', 'O'), ('assistenciais', 'O'), ('como', 'O'), ('por', 'O'), ('exemplo', 'O'), (':', 'O'), ('se', 'O'), ('esse', 'O'), ('pré-condutor', 'O'), ('é', 'O'), ('uma', 'O'), ('pessoa', 'O'), ('violenta', 'O'), ('sendo', 'O'), ('assim', 'O'), ('põe', 'O'), ('em', 'O'), ('risco', 'O'), ('à', 'O'), ('vida', 'O'), ('sua', 'O'), ('e', 'O'), ('de', 'O'), ('outras', 'O'), ('pessoas', 'O'), ('.', 'O')]	False
A automedicação pode solucionar um determinado sintoma no presente, mas pode trazer complicações no futuro se utilizados de forma errada.	[('A', 'O'), ('automedicação', 'O'), ('pode', 'O'), ('solucionar', 'O'), ('um', 'O'), ('determinado', 'O'), ('sintoma', 'O'), ('no', 'O'), ('presente', 'O'), (',', 'O'), ('mas', 'O'), ('pode', 'O'), ('trazer', 'O'), ('complicações', 'O'), ('no', 'O'), ('futuro', 'O'), ('se', 'O'), ('utilizados', 'O'), ('de', 'O'), ('forma', 'O'), ('errada', 'O'), ('.', 'O')]	False
 Durante o período das campanhas é obrigatório as emissoras de rádio e televisão<wrong>que ceda</wrong> <correct>cederem</correct> 30 minutos da sua programação em dois períodos, no meio do dia e <wrong>a</wrong> <correct>à</correct> noite, para que nesse curto período todos os <wrong>candidatos os</wrong> <correct>candidatos</correct> apresentem seus nomes, números e o que irão fazer.	[('Durante', 'O'), ('o', 'O'), ('período', 'O'), ('das', 'O'), ('campanhas', 'O'), ('é', 'O'), ('obrigatório', 'O'), ('as', 'O'), ('emissoras', 'O'), ('de', 'O'), ('rádio', 'O'), ('e', 'O'), ('televisão', 'O'), ('que', 'B-WRONG'), ('ceda', 'I-WRONG'), ('<correct>', 'O'), ('cederem', 'O'), ('</correct>', 'O'), ('30', 'O'), ('minutos', 'O'), ('da', 'O'), ('sua', 'O'), ('programação', 'O'), ('em', 'O'), ('dois', 'O'), ('períodos', 'O'), (',', 'O'), ('no', 'O'), ('meio', 'O'), ('do', 'O'), ('dia', 'O'), ('e', 'O'), ('a', 'B-WRONG'), ('<correct>', 'O'), ('à', 'O'), ('</correct>', 'O'), ('noite', 'O'), (',', 'O'), ('para', 'O'), ('que', 'O'), ('nesse', 'O'), ('curto', 'O'), ('período', 'O'), ('todos', 'O'), ('os', 'O'), ('candidatos', 'B-WRONG'), ('os', 'I-WRONG'), ('<correct>', 'O'), ('candidatos', 'O'), ('</correct>', 'O'), ('apresentem', 'O'), ('seus', 'O'), ('nomes', 'O'), (',', 'O'), ('números', 'O'), ('e', 'O'), ('o', 'O'), ('que', 'O'), ('irão', 'O'), ('fazer', 'O'), ('.', 'O')]	True
 Sabendo-se que a falta de investimento é o descaso em nossa sociedade contribui com essa marginalidade , podemos tentar combater essa violência diminuindo as diferenças começando pelo respeito a essas crianças, que fazem parte do futuro de nosso país, o que mais essas crianças precisam é de um pouco de atenção de carinho e amor, façamos nossa parte para que a mudança aconteça gradativamente, sabemos que não será da noite para o dia,<wrong>mais</wrong> <correct>mas</correct> no futuro, veremos a diferença das nossas ações, e formaremos crianças, jovens, e adultos capacitados e comprometidos com as gerações futuras, isso é evolução humana.	[('Sabendo-se', 'O'), ('que', 'O'), ('a', 'O'), ('falta', 'O'), ('de', 'O'), ('investimento', 'O'), ('é', 'O'), ('o', 'O'), ('descaso', 'O'), ('em', 'O'), ('nossa', 'O'), ('sociedade', 'O'), ('contribui', 'O'), ('com', 'O'), ('essa', 'O'), ('marginalidade', 'O'), (',', 'O'), ('podemos', 'O'), ('tentar', 'O'), ('combater', 'O'), ('essa', 'O'), ('violência', 'O'), ('diminuindo', 'O'), ('as', 'O'), ('diferenças', 'O'), ('começando', 'O'), ('pelo', 'O'), ('respeito', 'O'), ('a', 'O'), ('essas', 'O'), ('crianças', 'O'), (',', 'O'), ('que', 'O'), ('fazem', 'O'), ('parte', 'O'), ('do', 'O'), ('futuro', 'O'), ('de', 'O'), ('nosso', 'O'), ('país', 'O'), (',', 'O'), ('o', 'O'), ('que', 'O'), ('mais', 'O'), ('essas', 'O'), ('crianças', 'O'), ('precisam', 'O'), ('é', 'O'), ('de', 'O'), ('um', 'O'), ('pouco', 'O'), ('de', 'O'), ('atenção', 'O'), ('de', 'O'), ('carinho', 'O'), ('e', 'O'), ('amor', 'O'), (',', 'O'), ('façamos', 'O'), ('nossa', 'O'), ('parte', 'O'), ('para', 'O'), ('que', 'O'), ('a', 'O'), ('mudança', 'O'), ('aconteça', 'O'), ('gradativamente', 'O'), (',', 'O'), ('sabemos', 'O'), ('que', 'O'), ('não', 'O'), ('será', 'O'), ('da', 'O'), ('noite', 'O'), ('para', 'O'), ('o', 'O'), ('dia', 'O'), (',', 'O'), ('mais', 'B-WRONG'), ('<correct>', 'O'), ('mas', 'O'), ('</correct>', 'O'), ('no', 'O'), ('futuro', 'O'), (',', 'O'), ('veremos', 'O'), ('a', 'O'), ('diferença', 'O'), ('das', 'O'), ('nossas', 'O'), ('ações', 'O'), (',', 'O'), ('e', 'O'), ('formaremos', 'O'), ('crianças', 'O'), (',', 'O'), ('jovens', 'O'), (',', 'O'), ('e', 'O'), ('adultos', 'O'), ('capacitados', 'O'), ('e', 'O'), ('comprometidos', 'O'), ('com', 'O'), ('as', 'O'), ('gerações', 'O'), ('futuras', 'O'), (',', 'O'), ('isso', 'O'), ('é', 'O'), ('evolução', 'O'), ('humana', 'O'), ('.', 'O')]	True
 ?Nunca se cresceu tanto?	[('?', 'O'), ('Nunca', 'O'), ('se', 'O'), ('cresceu', 'O'), ('tanto', 'O'), ('?', 'O')]	False
Pois</wrong> <correct>obras, pois</correct> desestimula muitas pessoas a buscar compreender conteúdos complexos, além de corromper a essência da obra original.	[('Pois', 'O'), ('<correct>', 'O'), ('obras', 'O'), (',', 'O'), ('pois', 'O'), ('</correct>', 'O'), ('desestimula', 'O'), ('muitas', 'O'), ('pessoas', 'O'), ('a', 'O'), ('buscar', 'O'), ('compreender', 'O'), ('conteúdos', 'O'), ('complexos', 'O'), (',', 'O'), ('além', 'O'), ('de', 'O'), ('corromper', 'O'), ('a', 'O'), ('essência', 'O'), ('da', 'O'), ('obra', 'O'), ('original', 'O'), ('.', 'O')]	False
Nos últimos meses, a discussão a respeito da publicação de biografias não autorizadas ganhou destaque e esteve, inclusive, em avaliação no Supremo Tribunal Federal.	[('Nos', 'O'), ('últimos', 'O'), ('meses', 'O'), (',', 'O'), ('a', 'O'), ('discussão', 'O'), ('a', 'O'), ('respeito', 'O'), ('da', 'O'), ('publicação', 'O'), ('de', 'O'), ('biografias', 'O'), ('não', 'O'), ('autorizadas', 'O'), ('ganhou', 'O'), ('destaque', 'O'), ('e', 'O'), ('esteve', 'O'), (',', 'O'), ('inclusive', 'O'), (',', 'O'), ('em', 'O'), ('avaliação', 'O'), ('no', 'O'), ('Supremo', 'O'), ('Tribunal', 'O'), ('Federal', 'O'), ('.', 'O')]	False
 O fato de ser idoso, seja pela idade,<wrong>ou não</wrong> , não siginifica que as pessoas perdem seu valor, que não<wrong>tem</wrong> <correct>têm</correct> mais nenhuma importância, que são seres inúteis, <wrong>se</wrong> tornando <correct>-se</correct> um estorvo para a sociedade <wrong>e ou</wrong> <correct>ou</correct> para a família.	[('O', 'O'), ('fato', 'O'), ('de', 'O'), ('ser', 'O'), ('idoso', 'O'), (',', 'O'), ('seja', 'O'), ('pela', 'O'), ('idade', 'O'), (',', 'O'), ('ou', 'B-WRONG'), ('não', 'I-WRONG'), (',', 'O'), ('não', 'O'), ('siginifica', 'O'), ('que', 'O'), ('as', 'O'), ('pessoas', 'O'), ('perdem', 'O'), ('seu', 'O'), ('valor', 'O'), (',', 'O'), ('que', 'O'), ('não', 'O'), ('tem', 'B-WRONG'), ('<correct>', 'O'), ('têm', 'O'), ('</correct>', 'O'), ('mais', 'O'), ('nenhuma', 'O'), ('importância', 'O'), (',', 'O'), ('que', 'O'), ('são', 'O'), ('seres', 'O'), ('inúteis', 'O'), (',', 'O'), ('se', 'B-WRONG'), ('tornando', 'O'), ('<correct>', 'O'), ('-se', 'O'), ('</correct>', 'O'), ('um', 'O'), ('estorvo', 'O'), ('para', 'O'), ('a', 'O'), ('sociedade', 'O'), ('e', 'B-WRONG'), ('ou', 'I-WRONG'), ('<correct>', 'O'), ('ou', 'O'), ('</correct>', 'O'), ('para', 'O'), ('a', 'O'), ('família', 'O'), ('.', 'O')]	True
"<wrong>Extraporlar-se</wrong> <correct>Extrapolar</correct> quanto ao modo de se impor, evidencia uma tentativa de <wrong>auto-afirmação</wrong> <correct>autoafirmação</correct> perante aos outros , que de certa forma são mais frágeis que os ""valentões"" e acabam sendo impelidos ao sofrimento."	"[('Extraporlar-se', 'B-WRONG'), ('<correct>', 'O'), ('Extrapolar', 'O'), ('</correct>', 'O'), ('quanto', 'O'), ('ao', 'O'), ('modo', 'O'), ('de', 'O'), ('se', 'O'), ('impor', 'O'), (',', 'O'), ('evidencia', 'O'), ('uma', 'O'), ('tentativa', 'O'), ('de', 'O'), ('auto-afirmação', 'B-WRONG'), ('<correct>', 'O'), ('autoafirmação', 'O'), ('</correct>', 'O'), ('perante', 'O'), ('aos', 'O'), ('outros', 'O'), (',', 'O'), ('que', 'O'), ('de', 'O'), ('certa', 'O'), ('forma', 'O'), ('são', 'O'), ('mais', 'O'), ('frágeis', 'O'), ('que', 'O'), ('os', 'O'), ('""', 'O'), ('valentões', 'O'), ('""', 'O'), ('e', 'O'), ('acabam', 'O'), ('sendo', 'O'), ('impelidos', 'O'), ('ao', 'O'), ('sofrimento', 'O'), ('.', 'O')]"	True
 Teriam se sentido <wrong>contrangidos</wrong> <correct>constrangidos</correct> ?	[('Teriam', 'O'), ('se', 'O'), ('sentido', 'O'), ('contrangidos', 'B-WRONG'), ('<correct>', 'O'), ('constrangidos', 'O'), ('</correct>', 'O'), ('?', 'O')]	True
A imprensa de um modo geral tem um papel muito importante na vida dos<wrong>brasileiros, a informação</wrong> <correct>brasileiros.	[('A', 'O'), ('imprensa', 'O'), ('de', 'O'), ('um', 'O'), ('modo', 'O'), ('geral', 'O'), ('tem', 'O'), ('um', 'O'), ('papel', 'O'), ('muito', 'O'), ('importante', 'O'), ('na', 'O'), ('vida', 'O'), ('dos', 'O'), ('brasileiros', 'B-WRONG'), (',', 'I-WRONG'), ('a', 'I-WRONG'), ('informação', 'I-WRONG'), ('<correct>', 'O'), ('brasileiros', 'O'), ('.', 'O')]	True
Outro aliado a esse consumismo exacerbado é o crédito fácil.	[('Outro', 'O'), ('aliado', 'O'), ('a', 'O'), ('esse', 'O'), ('consumismo', 'O'), ('exacerbado', 'O'), ('é', 'O'), ('o', 'O'), ('crédito', 'O'), ('fácil', 'O'), ('.', 'O')]	False
Diferentemente de uma tradução (que demanda a utilização de sinônimos e supressão de algumas expressões), a readaptação textual, feita na mesma língua, é um ato de desprezo ao empenho e dedicação empregados na produção do texto original.	[('Diferentemente', 'O'), ('de', 'O'), ('uma', 'O'), ('tradução', 'O'), ('(', 'O'), ('que', 'O'), ('demanda', 'O'), ('a', 'O'), ('utilização', 'O'), ('de', 'O'), ('sinônimos', 'O'), ('e', 'O'), ('supressão', 'O'), ('de', 'O'), ('algumas', 'O'), ('expressões', 'O'), (')', 'O'), (',', 'O'), ('a', 'O'), ('readaptação', 'O'), ('textual', 'O'), (',', 'O'), ('feita', 'O'), ('na', 'O'), ('mesma', 'O'), ('língua', 'O'), (',', 'O'), ('é', 'O'), ('um', 'O'), ('ato', 'O'), ('de', 'O'), ('desprezo', 'O'), ('ao', 'O'), ('empenho', 'O'), ('e', 'O'), ('dedicação', 'O'), ('empregados', 'O'), ('na', 'O'), ('produção', 'O'), ('do', 'O'), ('texto', 'O'), ('original', 'O'), ('.', 'O')]	False
 Só de dizer que o pobre vai preso se estiver com maconha, e o rico não, já diz que se o próprio governo do país não consegue obedecer<wrong>as</wrong> leis, não é muito difícil de se pensar porque as pessoas não a cumprem.	[('Só', 'O'), ('de', 'O'), ('dizer', 'O'), ('que', 'O'), ('o', 'O'), ('pobre', 'O'), ('vai', 'O'), ('preso', 'O'), ('se', 'O'), ('estiver', 'O'), ('com', 'O'), ('maconha', 'O'), (',', 'O'), ('e', 'O'), ('o', 'O'), ('rico', 'O'), ('não', 'O'), (',', 'O'), ('já', 'O'), ('diz', 'O'), ('que', 'O'), ('se', 'O'), ('o', 'O'), ('próprio', 'O'), ('governo', 'O'), ('do', 'O'), ('país', 'O'), ('não', 'O'), ('consegue', 'O'), ('obedecer', 'O'), ('as', 'B-WRONG'), ('leis', 'O'), (',', 'O'), ('não', 'O'), ('é', 'O'), ('muito', 'O'), ('difícil', 'O'), ('de', 'O'), ('se', 'O'), ('pensar', 'O'), ('porque', 'O'), ('as', 'O'), ('pessoas', 'O'), ('não', 'O'), ('a', 'O'), ('cumprem', 'O'), ('.', 'O')]	True
 Se as autoridades não entrarem em ação agora, nunca acabaremos com esse com esse ciclo <correct>de</correct> vingança que afeta nossa sociedade.	[('Se', 'O'), ('as', 'O'), ('autoridades', 'O'), ('não', 'O'), ('entrarem', 'O'), ('em', 'O'), ('ação', 'O'), ('agora', 'O'), (',', 'O'), ('nunca', 'O'), ('acabaremos', 'O'), ('com', 'O'), ('esse', 'O'), ('com', 'O'), ('esse', 'O'), ('ciclo', 'O'), ('<correct>', 'O'), ('de', 'O'), ('</correct>', 'O'), ('vingança', 'O'), ('que', 'O'), ('afeta', 'O'), ('nossa', 'O'), ('sociedade', 'O'), ('.', 'O')]	False
A liberação do fumo em qualquer ambiente, desta forma, iria ferir os direitos dos não-fumantes.	[('A', 'O'), ('liberação', 'O'), ('do', 'O'), ('fumo', 'O'), ('em', 'O'), ('qualquer', 'O'), ('ambiente', 'O'), (',', 'O'), ('desta', 'O'), ('forma', 'O'), (',', 'O'), ('iria', 'O'), ('ferir', 'O'), ('os', 'O'), ('direitos', 'O'), ('dos', 'O'), ('não-fumantes', 'O'), ('.', 'O')]	False
Cenário comum para muitas famílias, em que a responsabilidade da estrutura familiar recai sobre os ombros da mulher, da mãe.	[('Cenário', 'O'), ('comum', 'O'), ('para', 'O'), ('muitas', 'O'), ('famílias', 'O'), (',', 'O'), ('em', 'O'), ('que', 'O'), ('a', 'O'), ('responsabilidade', 'O'), ('da', 'O'), ('estrutura', 'O'), ('familiar', 'O'), ('recai', 'O'), ('sobre', 'O'), ('os', 'O'), ('ombros', 'O'), ('da', 'O'), ('mulher', 'O'), (',', 'O'), ('da', 'O'), ('mãe', 'O'), ('.', 'O')]	False
O voto é algo muito sério, votamos nas pessoas que achamos que estão mais preparadas para nos representar.	[('O', 'O'), ('voto', 'O'), ('é', 'O'), ('algo', 'O'), ('muito', 'O'), ('sério', 'O'), (',', 'O'), ('votamos', 'O'), ('nas', 'O'), ('pessoas', 'O'), ('que', 'O'), ('achamos', 'O'), ('que', 'O'), ('estão', 'O'), ('mais', 'O'), ('preparadas', 'O'), ('para', 'O'), ('nos', 'O'), ('representar', 'O'), ('.', 'O')]	False
Com certeza, milhares de jogadores ficariam seriamente feridos todo ano.	[('Com', 'O'), ('certeza', 'O'), (',', 'O'), ('milhares', 'O'), ('de', 'O'), ('jogadores', 'O'), ('ficariam', 'O'), ('seriamente', 'O'), ('feridos', 'O'), ('todo', 'O'), ('ano', 'O'), ('.', 'O')]	False
 Tudo bem que no resgate que aconteceu no laboratório da empresa Royal foi por conta de rumores de<wrong>mals</wrong> <correct>maus</correct> tratos nos animais, mas ir lá e agir com vandalismo sem ao menos um <wrong>dialogo</wrong> <correct>diálogo</correct> com os proprietários <wrong>o</wrong> <correct>do</correct> instituto para estabelecer embasamento nos diálogos foi algo que borrou o movimento.	[('Tudo', 'O'), ('bem', 'O'), ('que', 'O'), ('no', 'O'), ('resgate', 'O'), ('que', 'O'), ('aconteceu', 'O'), ('no', 'O'), ('laboratório', 'O'), ('da', 'O'), ('empresa', 'O'), ('Royal', 'O'), ('foi', 'O'), ('por', 'O'), ('conta', 'O'), ('de', 'O'), ('rumores', 'O'), ('de', 'O'), ('mals', 'B-WRONG'), ('<correct>', 'O'), ('maus', 'O'), ('</correct>', 'O'), ('tratos', 'O'), ('nos', 'O'), ('animais', 'O'), (',', 'O'), ('mas', 'O'), ('ir', 'O'), ('lá', 'O'), ('e', 'O'), ('agir', 'O'), ('com', 'O'), ('vandalismo', 'O'), ('sem', 'O'), ('ao', 'O'), ('menos', 'O'), ('um', 'O'), ('dialogo', 'B-WRONG'), ('<correct>', 'O'), ('diálogo', 'O'), ('</correct>', 'O'), ('com', 'O'), ('os', 'O'), ('proprietários', 'O'), ('o', 'B-WRONG'), ('<correct>', 'O'), ('do', 'O'), ('</correct>', 'O'), ('instituto', 'O'), ('para', 'O'), ('estabelecer', 'O'), ('embasamento', 'O'), ('nos', 'O'), ('diálogos', 'O'), ('foi', 'O'), ('algo', 'O'), ('que', 'O'), ('\x93borrou\x94', 'O'), ('o', 'O'), ('movimento', 'O'), ('.', 'O')]	True
O preconceito racial esta cada vez menor, a cada dia estamos nos deparando com isso, os negros estão por toda parte e cada dia esta surpreendendo o povo, é na televisão, no atletismo e agora na presidência , etc, temos que mudar, ninguém é melhor do que ninguém .	[('O', 'O'), ('preconceito', 'O'), ('racial', 'O'), ('esta', 'O'), ('cada', 'O'), ('vez', 'O'), ('menor', 'O'), (',', 'O'), ('a', 'O'), ('cada', 'O'), ('dia', 'O'), ('estamos', 'O'), ('nos', 'O'), ('deparando', 'O'), ('com', 'O'), ('isso', 'O'), (',', 'O'), ('os', 'O'), ('negros', 'O'), ('estão', 'O'), ('por', 'O'), ('toda', 'O'), ('parte', 'O'), ('e', 'O'), ('cada', 'O'), ('dia', 'O'), ('esta', 'O'), ('surpreendendo', 'O'), ('o', 'O'), ('povo', 'O'), (',', 'O'), ('é', 'O'), ('na', 'O'), ('televisão', 'O'), (',', 'O'), ('no', 'O'), ('atletismo', 'O'), ('e', 'O'), ('agora', 'O'), ('na', 'O'), ('presidência', 'O'), (',', 'O'), ('etc', 'O'), (',', 'O'), ('temos', 'O'), ('que', 'O'), ('mudar', 'O'), (',', 'O'), ('ninguém', 'O'), ('é', 'O'), ('melhor', 'O'), ('do', 'O'), ('que', 'O'), ('ninguém', 'O'), ('.', 'O')]	False
 Portanto, o conceito de<wrong>família, não</wrong> <correct>família não</correct> só pode, como deve ser mudado.	[('Portanto', 'O'), (',', 'O'), ('o', 'O'), ('conceito', 'O'), ('de', 'O'), ('família', 'B-WRONG'), (',', 'I-WRONG'), ('não', 'I-WRONG'), ('<correct>', 'O'), ('família', 'O'), ('não', 'O'), ('</correct>', 'O'), ('só', 'O'), ('pode', 'O'), (',', 'O'), ('como', 'O'), ('deve', 'O'), ('ser', 'O'), ('mudado', 'O'), ('.', 'O')]	True
Vejamos: O candidato teve mais de 1 milhão <wrong>de</wrong> <correct>e</correct> 300 mil votos <correct>,</correct> levando com ele mais 2 candidatos<correct>,</correct> sendo eles candidatos que já deram muitos problemas para o país.	[('Vejamos', 'O'), (':', 'O'), ('O', 'O'), ('candidato', 'O'), ('teve', 'O'), ('mais', 'O'), ('de', 'O'), ('1', 'O'), ('milhão', 'O'), ('de', 'B-WRONG'), ('<correct>', 'O'), ('e', 'O'), ('</correct>', 'O'), ('300', 'O'), ('mil', 'O'), ('votos', 'O'), ('<correct>', 'O'), (',', 'O'), ('</correct>', 'O'), ('levando', 'O'), ('com', 'O'), ('ele', 'O'), ('mais', 'O'), ('2', 'O'), ('candidatos', 'O'), ('<correct>', 'O'), (',', 'O'), ('</correct>', 'O'), ('sendo', 'O'), ('eles', 'O'), ('candidatos', 'O'), ('que', 'O'), ('já', 'O'), ('deram', 'O'), ('muitos', 'O'), ('problemas', 'O'), ('para', 'O'), ('o', 'O'), ('país', 'O'), ('.', 'O')]	True
<wrong>A carência de água doce é um problema que já vem sendo alertado por especialistas há vários anos.</wrong> <correct>Há vários anos, os especialistas alertam sobre a escassez de água-doce.	[('A', 'B-WRONG'), ('carência', 'I-WRONG'), ('de', 'I-WRONG'), ('água', 'I-WRONG'), ('doce', 'I-WRONG'), ('é', 'I-WRONG'), ('um', 'I-WRONG'), ('problema', 'I-WRONG'), ('que', 'I-WRONG'), ('já', 'I-WRONG'), ('vem', 'I-WRONG'), ('sendo', 'I-WRONG'), ('alertado', 'I-WRONG'), ('por', 'I-WRONG'), ('especialistas', 'I-WRONG'), ('há', 'I-WRONG'), ('vários', 'I-WRONG'), ('anos', 'I-WRONG'), ('.', 'I-WRONG'), ('<correct>', 'O'), ('Há', 'O'), ('vários', 'O'), ('anos', 'O'), (',', 'O'), ('os', 'O'), ('especialistas', 'O'), ('alertam', 'O'), ('sobre', 'O'), ('a', 'O'), ('escassez', 'O'), ('de', 'O'), ('água-doce', 'O'), ('.', 'O')]	True
Fica evidente a insatisfação da população devido a grande quantidade de manifestantes.	[('Fica', 'O'), ('evidente', 'O'), ('a', 'O'), ('insatisfação', 'O'), ('da', 'O'), ('população', 'O'), ('devido', 'O'), ('a', 'O'), ('grande', 'O'), ('quantidade', 'O'), ('de', 'O'), ('manifestantes', 'O'), ('.', 'O')]	False
Instintivamente para a sobrevivência da vida social do indivíduo, este busca a covardia negando seus erros.	[('Instintivamente', 'O'), ('para', 'O'), ('a', 'O'), ('sobrevivência', 'O'), ('da', 'O'), ('vida', 'O'), ('social', 'O'), ('do', 'O'), ('indivíduo', 'O'), (',', 'O'), ('este', 'O'), ('busca', 'O'), ('a', 'O'), ('covardia', 'O'), ('negando', 'O'), ('seus', 'O'), ('erros', 'O'), ('.', 'O')]	False
 Em</correct> função <wrong>disto</wrong> <correct>disso,</correct> o bem maior da maioria tem que prevalecer.	[('Em', 'O'), ('</correct>', 'O'), ('função', 'O'), ('disto', 'B-WRONG'), ('<correct>', 'O'), ('disso', 'O'), (',', 'O'), ('</correct>', 'O'), ('o', 'O'), ('bem', 'O'), ('maior', 'O'), ('da', 'O'), ('maioria', 'O'), ('tem', 'O'), ('que', 'O'), ('prevalecer', 'O'), ('.', 'O')]	True
 Quando o biógrafo decide publicar uma biografia sobre certa personagem, ele passa a lucrar<wrong>em cima da</wrong> <correct>com a</correct> história de vida da mesma.	[('Quando', 'O'), ('o', 'O'), ('biógrafo', 'O'), ('decide', 'O'), ('publicar', 'O'), ('uma', 'O'), ('biografia', 'O'), ('sobre', 'O'), ('certa', 'O'), ('personagem', 'O'), (',', 'O'), ('ele', 'O'), ('passa', 'O'), ('a', 'O'), ('lucrar', 'O'), ('em', 'B-WRONG'), ('cima', 'I-WRONG'), ('da', 'I-WRONG'), ('<correct>', 'O'), ('com', 'O'), ('a', 'O'), ('</correct>', 'O'), ('história', 'O'), ('de', 'O'), ('vida', 'O'), ('da', 'O'), ('mesma', 'O'), ('.', 'O')]	True
Portanto, medidas poderiam ser usadas para reduzir o impacto natural e tentar voltar ao início do planeta, quando a natureza não era ameaçada.	[('Portanto', 'O'), (',', 'O'), ('medidas', 'O'), ('poderiam', 'O'), ('ser', 'O'), ('usadas', 'O'), ('para', 'O'), ('reduzir', 'O'), ('o', 'O'), ('impacto', 'O'), ('natural', 'O'), ('e', 'O'), ('tentar', 'O'), ('voltar', 'O'), ('ao', 'O'), ('início', 'O'), ('do', 'O'), ('planeta', 'O'), (',', 'O'), ('quando', 'O'), ('a', 'O'), ('natureza', 'O'), ('não', 'O'), ('era', 'O'), ('ameaçada', 'O'), ('.', 'O')]	False
